扫描单,条码,时间
发货-17021401,3323280682245,2017-02-14 16:30:31
发货-17021401,3323280535517,2017-02-14 16:30:35
发货-17021401,3323280348807,2017-02-14 16:30:39
发货-17021401,3323280568650,2017-02-14 16:30:42
发货-17021401,3323280463295,2017-02-14 16:30:45
发货-17021401,3323280423725,2017-02-14 16:30:49
发货-17021401,3323280603773,2017-02-14 16:30:53
发货-17021401,3323280682926,2017-02-14 16:30:56
发货-17021401,3323280536006,2017-02-14 16:31:00
发货-17021401,3323280752962,2017-02-14 16:31:03
发货-17021401,3323280349503,2017-02-14 16:31:08
发货-17021401,3323280463775,2017-02-14 16:31:11
发货-17021401,3323280683312,2017-02-14 16:31:15
发货-17021401,3323280424816,2017-02-14 16:31:18
发货-17021401,3323280720060,2017-02-14 16:31:22
发货-17021401,3323280720101,2017-02-14 16:31:26
发货-17021401,3323280501843,2017-02-14 16:31:30
发货-17021401,3323280450465,2017-02-14 16:31:39
发货-17021401,3323280374869,2017-02-14 16:31:49
发货-17021401,3323280407910,2017-02-14 16:31:54
发货-17021401,3323280374936,2017-02-14 16:31:57
发货-17021401,3323280148022,2017-02-14 16:32:02
发货-17021401,3323280333470,2017-02-14 16:32:05
发货-17021401,3323280188569,2017-02-14 16:32:09
发货-17021401,3323280148149,2017-02-14 16:32:13
发货-17021401,3323280334061,2017-02-14 16:32:17
发货-17021401,3323280485716,2017-02-14 16:32:20
发货-17021401,3323280262804,2017-02-14 16:32:24
发货-17021401,3323280449999,2017-02-14 16:32:27
发货-17021401,3323280520804,2017-02-14 16:32:31
发货-17021401,3323280450015,2017-02-14 16:32:35
发货-17021401,3323280409191,2017-02-14 16:32:38
发货-17021401,3323280521202,2017-02-14 16:32:42
发货-17021401,3323280521263,2017-02-14 16:32:46
发货-17021401,3323280228442,2017-02-14 16:32:50
发货-17021401,427545369427,2017-02-14 17:47:39
发货-17021401,3323286199775,2017-02-14 17:47:43
发货-17021401,3323286127175,2017-02-14 17:47:47
发货-17021401,3323286093045,2017-02-14 17:47:50
发货-17021401,3323286093088,2017-02-14 17:47:58
发货-17021401,3323285936583,2017-02-14 17:48:01
